ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
FARO UW,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
FAST UW,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
FATE UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
FATH UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
FBIN UN,Industrials,Capital Goods,Building Products,Building Products
FBIZ UW,Financials,Banks,Banks,Regional Banks
FBK UN,Financials,Banks,Banks,Regional Banks
FBMS UQ,Financials,Banks,Banks,Regional Banks
FBNC UW,Financials,Banks,Banks,Regional Banks
FBP UN,Financials,Banks,Banks,Regional Banks
FBRT UN,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
FC UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
FCBC UW,Financials,Banks,Banks,Regional Banks
FCEL UQ,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
FCF UN,Financials,Banks,Banks,Regional Banks
FCFS UW,Financials,Financial Services,Consumer Finance,Consumer Finance
FCN UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
FCNCA UW,Financials,Banks,Banks,Diversified Banks
FCPT UN,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
FCUV UQ,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
FCX UN,Materials,Materials,Metals & Mining,Copper
FDMT UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
FDP UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
FDS UN,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
FDX UN,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
FE UN,Utilities,Utilities,Electric Utilities,Electric Utilities
FEAM UW,Materials,Materials,Metals & Mining,Diversified Metals & Mining
FELE UW,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
FF UN,Materials,Materials,Chemicals,Specialty Chemicals
FFBC UW,Financials,Banks,Banks,Regional Banks
FFIC UW,Financials,Banks,Banks,Regional Banks
FFIE UR,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
FFIN UW,Financials,Banks,Banks,Regional Banks
FFIV UW,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
FFWM UQ,Financials,Banks,Banks,Regional Banks
FG UN,Financials,Insurance,Insurance,Life & Health Insurance
FGBI UQ,Financials,Banks,Banks,Regional Banks
FGEN UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
FHB UW,Financials,Banks,Banks,Regional Banks
FHI UN,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
FHN UN,Financials,Banks,Banks,Regional Banks
FHTX UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
FIBK UW,Financials,Banks,Banks,Regional Banks
FICO UN,Information Technology,Software & Services,Software,Application Software
FIGS UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
FIS UN,Financials,Financial Services,Financial Services,Transaction & Payment Processi
FISI UW,Financials,Banks,Banks,Regional Banks
FISV UW,Financials,Financial Services,Financial Services,Transaction & Payment Processi
FITB UW,Financials,Banks,Banks,Diversified Banks
FIVE UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
FIVN UQ,Information Technology,Software & Services,Software,Application Software
FIX UN,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
FIZZ UW,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
FL UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
FLGT UQ,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
FLIC UR,Financials,Banks,Banks,Regional Banks
FLL UR,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
FLNC UW,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
FLNG UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
FLO UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
FLR UN,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
FLS UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
FLT UN,Financials,Financial Services,Financial Services,Transaction & Payment Processi
FLWS UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
FLYW UW,Financials,Financial Services,Financial Services,Transaction & Payment Processi
FMAO UR,Financials,Banks,Banks,Regional Banks
FMBH UQ,Financials,Banks,Banks,Regional Banks
FMC UN,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
FMNB UR,Financials,Banks,Banks,Regional Banks
FN UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
FNA UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
FNB UN,Financials,Banks,Banks,Regional Banks
FND UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail
FNF UN,Financials,Insurance,Insurance,Property & Casualty Insurance
FNKO UW,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
FNLC UW,Financials,Banks,Banks,Regional Banks
FOA UN,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
FOCS UW,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
FOLD UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
FOR UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Development
FORG UN,Information Technology,Software & Services,Software,Application Software
FORM UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
FORR UW,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
FOSL UW,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
FOUR UN,Financials,Financial Services,Financial Services,Transaction & Payment Processi
FOX UW,Communication Services,Media & Entertainment,Media,Broadcasting
FOXA UW,Communication Services,Media & Entertainment,Media,Broadcasting
FOXF UW,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
FPI UN,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
FR UN,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
FRBA UQ,Financials,Banks,Banks,Regional Banks
FRBK UQ,Financials,Banks,Banks,Regional Banks
FREE UR,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
FRG UQ,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
FRME UW,Financials,Banks,Banks,Regional Banks
FRO UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
FRPH UW,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie
FRPT UQ,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
FRST UQ,Financials,Banks,Banks,Regional Banks
FRT UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
FSBC UW,Financials,Banks,Banks,Regional Banks
FSLR UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
FSLY UN,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
FSP UA,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
FSR UN,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
FSS UN,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
FTCI UQ,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
FTDR UW,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
FTNT UW,Information Technology,Software & Services,Software,Systems Software
FTV UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
FUBO UN,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
FUL UN,Materials,Materials,Chemicals,Specialty Chemicals
FULC UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
FULT UW,Financials,Banks,Banks,Regional Banks
FVCB UR,Financials,Banks,Banks,Regional Banks
FWONA UW,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
FWONK UW,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
FWRD UW,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
FWRG UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
FXLV UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
FYBR UW,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S
G UN,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
GABC UW,Financials,Banks,Banks,Regional Banks
GAMB UQ,Communication Services,Media & Entertainment,Media,Advertising
GATX UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
GBCI UN,Financials,Banks,Banks,Regional Banks
GBIO UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GBX UN,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
GCBC UR,Financials,Banks,Banks,Regional Banks
GCI UN,Communication Services,Media & Entertainment,Media,Publishing
GCMG UQ,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
GCO UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
GD UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
GDDY UN,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
GDEN UQ,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
GDOT UN,Financials,Financial Services,Consumer Finance,Consumer Finance
GDYN UR,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
GE UN,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
GEF UN,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain"
GEF/B UN,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain"
GEHC UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
GEN UW,Information Technology,Software & Services,Software,Systems Software
GEO UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Security & Alarm Services
GERN UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GES UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
GEVO UR,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
GFF UN,Industrials,Capital Goods,Building Products,Building Products
GFS UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
GGG UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
GH UW,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
GHC UN,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
GIC UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
GIII UW,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
GILD UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GIS UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
GKOS UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
GL UN,Financials,Insurance,Insurance,Life & Health Insurance
GLDD UW,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
GLNG UW,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
GLOB UN,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
GLPI UW,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
GLRE UW,Financials,Insurance,Insurance,Reinsurance
GLT UN,Materials,Materials,Paper & Forest Products,Paper Products
GLUE UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GLW UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
GM UN,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
GME UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail
GMED UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
GMRE UN,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
GMS UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
GNK UN,Industrials,Transportation,Marine Transportation,Marine Transportation
GNL UN,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
GNRC UN,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
GNTX UW,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
GNTY UN,Financials,Banks,Banks,Regional Banks
GNW UN,Financials,Insurance,Insurance,Life & Health Insurance
GO UW,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
GOEV UW,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
GOGL UW,Industrials,Transportation,Marine Transportation,Marine Transportation
GOGO UW,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
GOLF UN,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
GOOD UW,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
GOOG UW,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
GOOGL UW,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
GOSS UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
GPC UN,Consumer Discretionary,Consumer Discretionary Distrib,Distributors,Distributors
GPI UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
